1	;7.17604	;20.3529	;31.9023	;37.044	;41.8209	;8.62968
123	;6.53303	;8.92392	;4.91048	;3.07622	;2.34243	;1.60905
124	;6.53303	;8.92392	;4.91048	;3.07622	;2.34243	;1.60905
125	;6.53303	;8.92392	;4.91048	;3.07622	;2.34243	;1.60905
126	;6.53303	;8.92392	;4.91048	;3.07622	;2.34243	;1.60905
127	;6.53303	;8.92392	;4.91048	;3.07622	;2.34243	;1.60905
128	;6.53144	;8.91969	;4.90958	;3.0798	;2.34548	;1.60905
129	;6.53144	;8.91969	;4.90958	;3.0798	;2.34548	;1.60905
130	;6.53144	;8.91969	;4.90958	;3.0798	;2.34548	;1.60905
131	;6.53144	;8.91969	;4.90958	;3.0798	;2.34548	;1.60905
132	;6.53144	;8.91969	;4.90958	;3.0798	;2.34548	;1.60905
133	;6.53144	;8.91969	;4.90958	;3.0798	;2.34548	;1.60905
134	;6.53144	;8.91969	;4.90958	;3.0798	;2.34548	;1.60905
135	;6.53144	;8.91969	;4.90958	;3.0798	;2.34548	;1.60905
136	;6.53144	;8.91969	;4.90958	;3.0798	;2.34548	;1.60905
137	;6.53144	;8.91969	;4.90958	;3.0798	;2.34548	;1.60905
138	;6.53144	;8.91969	;4.90958	;3.0798	;2.34548	;1.60905
139	;6.53262	;8.92225	;4.90302	;3.08099	;2.3454	;1.60894
140	;6.53262	;8.92225	;4.90302	;3.08099	;2.3454	;1.60894
141	;6.53262	;8.92225	;4.90302	;3.08099	;2.3454	;1.60894
142	;6.53262	;8.92225	;4.90302	;3.08099	;2.3454	;1.60894
143	;6.53262	;8.92225	;4.90302	;3.08099	;2.3454	;1.60894
144	;6.53262	;8.92225	;4.90302	;3.08099	;2.3454	;1.60894
145	;6.53262	;8.92225	;4.90302	;3.08099	;2.3454	;1.60894
146	;6.53262	;8.92225	;4.90302	;3.08099	;2.3454	;1.60894
147	;6.53262	;8.92225	;4.90302	;3.08099	;2.3454	;1.60894
148	;6.53262	;8.92225	;4.90302	;3.08099	;2.3454	;1.60894
149	;6.53262	;8.92225	;4.90302	;3.08099	;2.3454	;1.60894
150	;6.53262	;8.92225	;4.90302	;3.08099	;2.3454	;1.60894

1	;25.7009	;10.2671	;19.3268	;8.53269	;8.7633	;4.52967
2	;9.32381	;16.9882	;7.06622	;32.5046	;3.55251	;4.33277
3	;11.9258	;13.1227	;3.86806	;24.8606	;4.34619	;3.6269
4	;28.0002	;10.9982	;5.67415	;5.74072	;4.15518	;3.40507
5	;28.0002	;10.9982	;5.67415	;5.74072	;4.15518	;3.40507
6	;27.0019	;7.09582	;5.67323	;6.27432	;5.3311	;3.20589
7	;19.4183	;10.3621	;4.35984	;4.93451	;5.32998	;2.77086
8	;14.1301	;10.643	;3.5551	;4.8283	;5.32255	;2.4011
9	;8.97117	;10.3978	;4.14425	;3.03312	;4.42721	;1.93275
10	;9.09126	;10.2943	;4.01436	;2.91647	;4.37474	;1.91512
11	;9.09126	;10.2943	;4.01436	;2.91647	;4.37474	;1.91512
12	;8.50825	;10.7192	;4.14736	;3.12095	;2.9756	;1.83901
13	;8.11747	;10.7855	;3.8854	;3.17925	;2.14533	;1.75425
14	;5.79377	;10.0628	;5.2618	;3.37924	;2.12544	;1.66128
15	;5.79377	;10.0628	;5.2618	;3.37924	;2.12544	;1.66128
16	;5.89608	;10.0401	;4.87493	;3.38204	;2.23703	;1.64924
17	;5.7706	;10.1815	;4.85877	;3.44359	;2.13336	;1.6466
18	;5.7706	;10.1815	;4.85877	;3.44359	;2.13336	;1.6466
19	;5.7706	;10.1815	;4.85877	;3.44359	;2.13336	;1.6466
20	;5.77758	;10.1755	;4.8957	;3.32476	;2.11701	;1.64053
21	;5.77758	;10.1755	;4.8957	;3.32476	;2.11701	;1.64053
22	;5.7736	;10.1755	;4.90631	;3.29104	;2.11877	;1.63895
23	;5.7736	;10.1755	;4.90631	;3.29104	;2.11877	;1.63895
24	;5.7736	;10.1755	;4.90631	;3.29104	;2.11877	;1.63895
25	;5.7736	;10.1755	;4.90631	;3.29104	;2.11877	;1.63895
26	;5.7736	;10.1755	;4.90631	;3.29104	;2.11877	;1.63895
27	;5.7736	;10.1755	;4.90631	;3.29104	;2.11877	;1.63895
28	;5.7736	;10.1755	;4.90631	;3.29104	;2.11877	;1.63895
29	;5.7736	;10.1755	;4.90631	;3.29104	;2.11877	;1.63895
30	;5.7736	;10.1755	;4.90631	;3.29104	;2.11877	;1.63895
31	;5.7736	;10.1755	;4.90631	;3.29104	;2.11877	;1.63895
32	;5.7736	;10.1755	;4.90631	;3.29104	;2.11877	;1.63895
33	;5.7736	;10.1755	;4.90631	;3.29104	;2.11877	;1.63895
34	;5.7736	;10.1755	;4.90631	;3.29104	;2.11877	;1.63895
35	;5.86729	;10.1951	;4.88384	;2.97998	;2.30795	;1.63701
36	;5.83797	;10.1821	;4.96106	;2.92185	;2.3074	;1.63552
37	;5.89872	;10.1754	;4.96665	;2.88117	;2.25234	;1.63328
38	;5.89872	;10.1754	;4.96665	;2.88117	;2.25234	;1.63328
39	;6.21973	;9.76338	;4.94591	;2.82995	;2.28164	;1.62493
40	;6.21973	;9.76338	;4.94591	;2.82995	;2.28164	;1.62493
41	;6.21973	;9.76338	;4.94591	;2.82995	;2.28164	;1.62493
42	;6.2183	;9.74484	;4.92837	;2.83002	;2.30298	;1.62393
43	;6.44906	;9.43554	;4.83203	;3.05676	;2.23161	;1.62271
44	;6.44906	;9.43554	;4.83203	;3.05676	;2.23161	;1.62271
45	;6.34384	;9.32904	;4.8412	;3.13199	;2.2342	;1.61493
46	;6.34384	;9.32904	;4.8412	;3.13199	;2.2342	;1.61493
47	;6.34462	;9.31866	;4.83278	;3.13139	;2.22947	;1.61347
48	;6.34462	;9.31866	;4.83278	;3.13139	;2.22947	;1.61347
49	;6.3809	;9.32187	;4.81062	;3.07376	;2.25599	;1.61261
50	;6.3809	;9.32187	;4.81062	;3.07376	;2.25599	;1.61261
51	;6.36279	;9.31501	;4.81821	;3.08114	;2.25949	;1.61221
52	;6.37274	;9.31297	;4.82256	;3.06492	;2.26006	;1.61199
53	;6.37274	;9.31297	;4.82256	;3.06492	;2.26006	;1.61199
54	;6.37585	;9.3035	;4.81869	;3.03804	;2.29073	;1.61159
55	;6.37585	;9.3035	;4.81869	;3.03804	;2.29073	;1.61159
56	;6.39076	;9.30948	;4.81616	;3.06316	;2.23593	;1.61089
57	;6.39076	;9.30948	;4.81616	;3.06316	;2.23593	;1.61089
58	;6.39076	;9.30948	;4.81616	;3.06316	;2.23593	;1.61089
59	;6.39076	;9.30948	;4.81616	;3.06316	;2.23593	;1.61089
60	;6.39076	;9.30948	;4.81616	;3.06316	;2.23593	;1.61089
61	;6.39076	;9.30948	;4.81616	;3.06316	;2.23593	;1.61089
62	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
63	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
64	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
65	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
66	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
67	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
68	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
69	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
70	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
71	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
72	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
73	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
74	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
75	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
76	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
77	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
78	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
79	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
80	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
81	;6.39427	;9.27215	;4.84142	;3.05703	;2.24797	;1.61072
82	;6.38843	;9.27849	;4.84192	;3.05688	;2.24549	;1.61062
83	;6.38843	;9.27849	;4.84192	;3.05688	;2.24549	;1.61062
84	;6.38843	;9.27849	;4.84192	;3.05688	;2.24549	;1.61062
85	;6.37797	;9.27684	;4.83569	;3.05671	;2.26153	;1.61046
86	;6.37797	;9.27684	;4.83569	;3.05671	;2.26153	;1.61046
87	;6.37797	;9.27684	;4.83569	;3.05671	;2.26153	;1.61046
88	;6.37797	;9.27684	;4.83569	;3.05671	;2.26153	;1.61046
89	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
90	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
91	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
92	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
93	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
94	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
95	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
96	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
97	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
98	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
99	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
100	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
101	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
102	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
103	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
104	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
105	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
106	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
107	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
108	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
109	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
110	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
111	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
112	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
113	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
114	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
115	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
116	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
117	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
118	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
119	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
120	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
121	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
122	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
123	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
124	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
125	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
126	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
127	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
128	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
129	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
130	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
131	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
132	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
133	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
134	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
135	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
136	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
137	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
138	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
139	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
140	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
141	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
142	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
143	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
144	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
145	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
146	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
147	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
148	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
149	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044
150	;6.37917	;9.27953	;4.83561	;3.06069	;2.25335	;1.61044

1	;6.97927	;13.598	;8.20196	;10.2231	;17.5161	;3.52675
2	;6.97927	;13.598	;8.20196	;10.2231	;17.5161	;3.52675
3	;6.97927	;13.598	;8.20196	;10.2231	;17.5161	;3.52675
4	;12.9388	;22.8728	;6.0246	;2.40135	;4.44288	;3.03766
5	;4.70233	;22.7027	;5.81418	;9.74852	;2.76982	;2.85402
6	;9.18788	;15.0933	;3.97862	;9.48839	;2.45542	;2.50871
7	;6.37384	;12.2186	;13.4825	;2.22757	;4.61556	;2.42849
8	;6.35919	;11.1937	;7.58873	;6.52067	;6.04631	;2.35302
9	;6.35919	;11.1937	;7.58873	;6.52067	;6.04631	;2.35302
10	;6.05451	;7.71157	;7.94351	;5.36117	;5.43528	;2.02838
11	;6.05451	;7.71157	;7.94351	;5.36117	;5.43528	;2.02838
12	;7.53597	;7.8164	;5.64352	;5.06856	;2.00543	;1.75156
13	;7.53597	;7.8164	;5.64352	;5.06856	;2.00543	;1.75156
14	;7.53597	;7.8164	;5.64352	;5.06856	;2.00543	;1.75156
15	;7.53597	;7.8164	;5.64352	;5.06856	;2.00543	;1.75156
16	;7.53597	;7.8164	;5.64352	;5.06856	;2.00543	;1.75156
17	;7.53597	;7.8164	;5.64352	;5.06856	;2.00543	;1.75156
18	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
19	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
20	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
21	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
22	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
23	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
24	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
25	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
26	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
27	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
28	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
29	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
30	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
31	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
32	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
33	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
34	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
35	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
36	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
37	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
38	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
39	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
40	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
41	;7.46349	;8.01058	;5.09804	;4.7155	;2.05338	;1.70608
42	;6.84424	;8.17749	;4.88729	;4.28921	;2.48131	;1.6648
43	;6.84424	;8.17749	;4.88729	;4.28921	;2.48131	;1.6648
44	;7.05999	;8.59868	;4.91443	;3.48085	;2.36144	;1.64832
45	;7.05999	;8.59868	;4.91443	;3.48085	;2.36144	;1.64832
46	;7.20829	;8.87851	;4.5737	;3.2384	;2.26285	;1.63249
47	;7.20829	;8.87851	;4.5737	;3.2384	;2.26285	;1.63249
48	;7.20829	;8.87851	;4.5737	;3.2384	;2.26285	;1.63249
49	;7.20829	;8.87851	;4.5737	;3.2384	;2.26285	;1.63249
50	;7.20829	;8.87851	;4.5737	;3.2384	;2.26285	;1.63249
51	;7.20829	;8.87851	;4.5737	;3.2384	;2.26285	;1.63249
52	;7.20829	;8.87851	;4.5737	;3.2384	;2.26285	;1.63249
53	;7.20829	;8.87851	;4.5737	;3.2384	;2.26285	;1.63249
54	;7.20829	;8.87851	;4.5737	;3.2384	;2.26285	;1.63249
55	;7.20829	;8.87851	;4.5737	;3.2384	;2.26285	;1.63249
56	;7.20829	;8.87851	;4.5737	;3.2384	;2.26285	;1.63249
57	;7.20829	;8.87851	;4.5737	;3.2384	;2.26285	;1.63249
58	;7.20829	;8.87851	;4.5737	;3.2384	;2.26285	;1.63249
59	;7.20829	;8.87851	;4.5737	;3.2384	;2.26285	;1.63249
60	;7.20829	;8.87851	;4.5737	;3.2384	;2.26285	;1.63249
61	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
62	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
63	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
64	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
65	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
66	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
67	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
68	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
69	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
70	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
71	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
72	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
73	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
74	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
75	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
76	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
77	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
78	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
79	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
80	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
81	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
82	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
83	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
84	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
85	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
86	;7.41001	;9.01002	;4.50108	;2.83398	;2.37023	;1.63022
87	;7.19537	;8.86345	;4.83964	;2.91157	;2.28941	;1.62861
88	;7.19537	;8.86345	;4.83964	;2.91157	;2.28941	;1.62861
89	;6.71189	;8.74297	;5.19666	;2.9038	;2.53242	;1.62788
90	;6.71189	;8.74297	;5.19666	;2.9038	;2.53242	;1.62788
91	;6.71189	;8.74297	;5.19666	;2.9038	;2.53242	;1.62788
92	;6.71189	;8.74297	;5.19666	;2.9038	;2.53242	;1.62788
93	;6.71189	;8.74297	;5.19666	;2.9038	;2.53242	;1.62788
94	;6.71189	;8.74297	;5.19666	;2.9038	;2.53242	;1.62788
95	;6.71189	;8.74297	;5.19666	;2.9038	;2.53242	;1.62788
96	;6.71189	;8.74297	;5.19666	;2.9038	;2.53242	;1.62788
97	;6.71189	;8.74297	;5.19666	;2.9038	;2.53242	;1.62788
98	;6.58147	;8.85098	;4.89288	;2.96876	;2.58458	;1.61483
99	;6.58147	;8.85098	;4.89288	;2.96876	;2.58458	;1.61483
100	;6.58147	;8.85098	;4.89288	;2.96876	;2.58458	;1.61483
101	;6.58147	;8.85098	;4.89288	;2.96876	;2.58458	;1.61483
102	;6.58147	;8.85098	;4.89288	;2.96876	;2.58458	;1.61483
103	;6.58147	;8.85098	;4.89288	;2.96876	;2.58458	;1.61483
104	;6.58147	;8.85098	;4.89288	;2.96876	;2.58458	;1.61483
105	;6.59202	;8.83889	;4.87917	;2.9988	;2.53734	;1.6128
106	;6.59202	;8.83889	;4.87917	;2.9988	;2.53734	;1.6128
107	;6.59202	;8.83889	;4.87917	;2.9988	;2.53734	;1.6128
108	;6.59202	;8.83889	;4.87917	;2.9988	;2.53734	;1.6128
109	;6.59202	;8.83889	;4.87917	;2.9988	;2.53734	;1.6128
110	;6.59202	;8.83889	;4.87917	;2.9988	;2.53734	;1.6128
111	;6.59202	;8.83889	;4.87917	;2.9988	;2.53734	;1.6128
112	;6.59202	;8.83889	;4.87917	;2.9988	;2.53734	;1.6128
113	;6.59202	;8.83889	;4.87917	;2.9988	;2.53734	;1.6128
114	;6.60456	;8.90538	;4.7738	;3.05264	;2.49059	;1.6116
115	;6.60456	;8.90538	;4.7738	;3.05264	;2.49059	;1.6116
116	;6.60456	;8.90538	;4.7738	;3.05264	;2.49059	;1.6116
117	;6.60456	;8.90538	;4.7738	;3.05264	;2.49059	;1.6116
118	;6.64331	;8.9863	;4.73438	;3.01399	;2.44444	;1.61132
119	;6.64331	;8.9863	;4.73438	;3.01399	;2.44444	;1.61132
120	;6.52057	;8.94247	;4.91923	;3.10148	;2.33239	;1.61093
121	;6.52057	;8.94247	;4.91923	;3.10148	;2.33239	;1.61093
122	;6.52057	;8.94247	;4.91923	;3.10148	;2.33239	;1.61093
123	;6.52057	;8.94247	;4.91923	;3.10148	;2.33239	;1.61093
124	;6.52057	;8.94247	;4.91923	;3.10148	;2.33239	;1.61093
125	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
126	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
127	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
128	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
129	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
130	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
131	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
132	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
133	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
134	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
135	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
136	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
137	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
138	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
139	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
140	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
141	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
142	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
143	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
144	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
145	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
146	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
147	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
148	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
149	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932
150	;6.45862	;8.93986	;4.87853	;3.1296	;2.38384	;1.60932

1	;37.4884	;11.4843	;12.0584	;33.5608	;15.2678	;6.85524
2	;19.6702	;19.5069	;3.86201	;9.44094	;5.16758	;3.59721
3	;19.6702	;19.5069	;3.86201	;9.44094	;5.16758	;3.59721
4	;9.27229	;17.4851	;21.4491	;4.10757	;4.77065	;3.56209
5	;9.27229	;17.4851	;21.4491	;4.10757	;4.77065	;3.56209
6	;9.77736	;6.913	;23.4929	;4.16799	;7.84673	;3.25716
7	;9.77736	;6.913	;23.4929	;4.16799	;7.84673	;3.25716
8	;11.8192	;10.8303	;15.8244	;4.40675	;6.0613	;3.05398
9	;8.71551	;8.42133	;6.1052	;4.29753	;5.26328	;2.0469
10	;6.46417	;8.36072	;6.05104	;4.31126	;4.77839	;1.86985
11	;6.46417	;8.36072	;6.05104	;4.31126	;4.77839	;1.86985
12	;6.55574	;8.45833	;5.64958	;4.28311	;3.88997	;1.79941
13	;6.66946	;8.15755	;5.65005	;3.8473	;3.2995	;1.72373
14	;6.88472	;8.21652	;5.34568	;3.46399	;3.04454	;1.68202
15	;6.88472	;8.21652	;5.34568	;3.46399	;3.04454	;1.68202
16	;6.88017	;8.19477	;5.42588	;3.36336	;2.60561	;1.65172
17	;7.01023	;8.2062	;5.42242	;3.35891	;2.41082	;1.6479
18	;7.01023	;8.2062	;5.42242	;3.35891	;2.41082	;1.6479
19	;6.78771	;8.16853	;5.32538	;3.39339	;2.51605	;1.63432
20	;6.78771	;8.16853	;5.32538	;3.39339	;2.51605	;1.63432
21	;6.93677	;8.61776	;5.05357	;3.36291	;2.10823	;1.62734
22	;6.76884	;8.65148	;4.87238	;3.46132	;2.30777	;1.62626
23	;6.50482	;8.79236	;4.91973	;3.45809	;2.26203	;1.61847
24	;6.50482	;8.79236	;4.91973	;3.45809	;2.26203	;1.61847
25	;6.50482	;8.79236	;4.91973	;3.45809	;2.26203	;1.61847
26	;6.57351	;8.7001	;4.94897	;3.12256	;2.57109	;1.61717
27	;6.57351	;8.7001	;4.94897	;3.12256	;2.57109	;1.61717
28	;6.57351	;8.7001	;4.94897	;3.12256	;2.57109	;1.61717
29	;6.59947	;8.65864	;4.86819	;3.1881	;2.58321	;1.61601
30	;6.59947	;8.65864	;4.86819	;3.1881	;2.58321	;1.61601
31	;6.59947	;8.65864	;4.86819	;3.1881	;2.58321	;1.61601
32	;6.59947	;8.65864	;4.86819	;3.1881	;2.58321	;1.61601
33	;6.59947	;8.65864	;4.86819	;3.1881	;2.58321	;1.61601
34	;6.59947	;8.65864	;4.86819	;3.1881	;2.58321	;1.61601
35	;6.59947	;8.65864	;4.86819	;3.1881	;2.58321	;1.61601
36	;6.59947	;8.65864	;4.86819	;3.1881	;2.58321	;1.61601
37	;6.59947	;8.65864	;4.86819	;3.1881	;2.58321	;1.61601
38	;6.58375	;8.6535	;4.86811	;3.15158	;2.60922	;1.61405
39	;6.58375	;8.6535	;4.86811	;3.15158	;2.60922	;1.61405
