1	;0.064414	;0.491769	;11.9774	;0.0285199
60	;0.050882	;0.365177	;10.3322	;0.0116593
61	;0.050882	;0.365177	;10.3322	;0.0116593
62	;0.0503903	;0.357616	;10.2863	;0.0111566
63	;0.0503903	;0.357616	;10.2863	;0.0111566
64	;0.0503903	;0.357616	;10.2863	;0.0111566
65	;0.0503903	;0.357616	;10.2863	;0.0111566
66	;0.0503903	;0.357616	;10.2863	;0.0111566
67	;0.0503903	;0.357616	;10.2863	;0.0111566
68	;0.0503903	;0.357616	;10.2863	;0.0111566
69	;0.0503903	;0.357616	;10.2863	;0.0111566
70	;0.0503903	;0.357616	;10.2863	;0.0111566
71	;0.0503903	;0.357616	;10.2863	;0.0111566
72	;0.0503903	;0.357616	;10.2863	;0.0111566
73	;0.0503903	;0.357616	;10.2863	;0.0111566
74	;0.0503903	;0.357616	;10.2863	;0.0111566
75	;0.0503903	;0.357616	;10.2863	;0.0111566
76	;0.0503903	;0.357616	;10.2863	;0.0111566
77	;0.0503903	;0.357616	;10.2863	;0.0111566
78	;0.0503903	;0.357616	;10.2863	;0.0111566
79	;0.0503903	;0.357616	;10.2863	;0.0111566
80	;0.0503903	;0.357616	;10.2863	;0.0111566
81	;0.0503903	;0.357616	;10.2863	;0.0111566
82	;0.0503903	;0.357616	;10.2863	;0.0111566
83	;0.0503903	;0.357616	;10.2863	;0.0111566
84	;0.0503903	;0.357616	;10.2863	;0.0111566
85	;0.0503903	;0.357616	;10.2863	;0.0111566
86	;0.0503903	;0.357616	;10.2863	;0.0111566
87	;0.0503903	;0.357616	;10.2863	;0.0111566
88	;0.0503903	;0.357616	;10.2863	;0.0111566
89	;0.0503903	;0.357616	;10.2863	;0.0111566
90	;0.0503903	;0.357616	;10.2863	;0.0111566
91	;0.0503903	;0.357616	;10.2863	;0.0111566
92	;0.0503903	;0.357616	;10.2863	;0.0111566
93	;0.0503903	;0.357616	;10.2863	;0.0111566
94	;0.0503903	;0.357616	;10.2863	;0.0111566
95	;0.0503903	;0.357616	;10.2863	;0.0111566
96	;0.0503903	;0.357616	;10.2863	;0.0111566
97	;0.0503903	;0.357616	;10.2863	;0.0111566
98	;0.0503903	;0.357616	;10.2863	;0.0111566
99	;0.0503903	;0.357616	;10.2863	;0.0111566
100	;0.0503903	;0.357616	;10.2863	;0.0111566
101	;0.0503903	;0.357616	;10.2863	;0.0111566
102	;0.0503903	;0.357616	;10.2863	;0.0111566
103	;0.0503903	;0.357616	;10.2863	;0.0111566
104	;0.0503903	;0.357616	;10.2863	;0.0111566
105	;0.0503903	;0.357616	;10.2863	;0.0111566
106	;0.0503903	;0.357616	;10.2863	;0.0111566
107	;0.0503903	;0.357616	;10.2863	;0.0111566
108	;0.0503903	;0.357616	;10.2863	;0.0111566
109	;0.0503903	;0.357616	;10.2863	;0.0111566
110	;0.0503903	;0.357616	;10.2863	;0.0111566
111	;0.0503903	;0.357616	;10.2863	;0.0111566
112	;0.0503903	;0.357616	;10.2863	;0.0111566
113	;0.0503903	;0.357616	;10.2863	;0.0111566
114	;0.0503903	;0.357616	;10.2863	;0.0111566
115	;0.0503903	;0.357616	;10.2863	;0.0111566
116	;0.0503903	;0.357616	;10.2863	;0.0111566
117	;0.0503903	;0.357616	;10.2863	;0.0111566
118	;0.0503903	;0.357616	;10.2863	;0.0111566
119	;0.0503903	;0.357616	;10.2863	;0.0111566
120	;0.0503903	;0.357616	;10.2863	;0.0111566
121	;0.0503903	;0.357616	;10.2863	;0.0111566
122	;0.0503903	;0.357616	;10.2863	;0.0111566
123	;0.0503903	;0.357616	;10.2863	;0.0111566
124	;0.0503903	;0.357616	;10.2863	;0.0111566
125	;0.0503903	;0.357616	;10.2863	;0.0111566
126	;0.0503903	;0.357616	;10.2863	;0.0111566
127	;0.0503903	;0.357616	;10.2863	;0.0111566
128	;0.0503903	;0.357616	;10.2863	;0.0111566
129	;0.0503903	;0.357616	;10.2863	;0.0111566
130	;0.0503903	;0.357616	;10.2863	;0.0111566
131	;0.0503903	;0.357616	;10.2863	;0.0111566
132	;0.0503903	;0.357616	;10.2863	;0.0111566
133	;0.0503903	;0.357616	;10.2863	;0.0111566
134	;0.0503903	;0.357616	;10.2863	;0.0111566
135	;0.0503903	;0.357616	;10.2863	;0.0111566
136	;0.0503903	;0.357616	;10.2863	;0.0111566
137	;0.0503903	;0.357616	;10.2863	;0.0111566
138	;0.0503903	;0.357616	;10.2863	;0.0111566
139	;0.0503903	;0.357616	;10.2863	;0.0111566
140	;0.0503903	;0.357616	;10.2863	;0.0111566
141	;0.0503903	;0.357616	;10.2863	;0.0111566
142	;0.0503903	;0.357616	;10.2863	;0.0111566
143	;0.0503903	;0.357616	;10.2863	;0.0111566
144	;0.0503903	;0.357616	;10.2863	;0.0111566
145	;0.0503903	;0.357616	;10.2863	;0.0111566
146	;0.0503903	;0.357616	;10.2863	;0.0111566
147	;0.0503903	;0.357616	;10.2863	;0.0111566
148	;0.0503903	;0.357616	;10.2863	;0.0111566
149	;0.0503903	;0.357616	;10.2863	;0.0111566
150	;0.0503903	;0.357616	;10.2863	;0.0111566

1	;0.0516225	;0.376083	;10.3491	;0.0123765
2	;0.0516225	;0.376083	;10.3491	;0.0123765
3	;0.0516225	;0.376083	;10.3491	;0.0123765
4	;0.0516225	;0.376083	;10.3491	;0.0123765
5	;0.0516225	;0.376083	;10.3491	;0.0123765
6	;0.0517193	;0.368698	;10.3879	;0.0122173
7	;0.0517193	;0.368698	;10.3879	;0.0122173
8	;0.0517193	;0.368698	;10.3879	;0.0122173
9	;0.0509534	;0.365548	;10.2574	;0.0116329
10	;0.0510329	;0.363017	;10.2466	;0.0115782
11	;0.0510329	;0.363017	;10.2466	;0.0115782
12	;0.0510329	;0.363017	;10.2466	;0.0115782
13	;0.0510329	;0.363017	;10.2466	;0.0115782
14	;0.0510329	;0.363017	;10.2466	;0.0115782
15	;0.0510329	;0.363017	;10.2466	;0.0115782
16	;0.0510329	;0.363017	;10.2466	;0.0115782
17	;0.0510329	;0.363017	;10.2466	;0.0115782
18	;0.0510329	;0.363017	;10.2466	;0.0115782
19	;0.0510329	;0.363017	;10.2466	;0.0115782
20	;0.0510329	;0.363017	;10.2466	;0.0115782
21	;0.0510329	;0.363017	;10.2466	;0.0115782
22	;0.0507879	;0.364069	;10.1338	;0.0113947
23	;0.0507879	;0.364069	;10.1338	;0.0113947
24	;0.0507879	;0.364069	;10.1338	;0.0113947
25	;0.0507879	;0.364069	;10.1338	;0.0113947
26	;0.0507879	;0.364069	;10.1338	;0.0113947
27	;0.0507879	;0.364069	;10.1338	;0.0113947
28	;0.0507879	;0.364069	;10.1338	;0.0113947
29	;0.0507879	;0.364069	;10.1338	;0.0113947
30	;0.0507879	;0.364069	;10.1338	;0.0113947
31	;0.0507879	;0.364069	;10.1338	;0.0113947
32	;0.0507879	;0.364069	;10.1338	;0.0113947
33	;0.0507879	;0.364069	;10.1338	;0.0113947
34	;0.0507879	;0.364069	;10.1338	;0.0113947
35	;0.0507879	;0.364069	;10.1338	;0.0113947
36	;0.0507879	;0.364069	;10.1338	;0.0113947
37	;0.0507879	;0.364069	;10.1338	;0.0113947
38	;0.0507879	;0.364069	;10.1338	;0.0113947
39	;0.0507879	;0.364069	;10.1338	;0.0113947
40	;0.0507879	;0.364069	;10.1338	;0.0113947
41	;0.0507879	;0.364069	;10.1338	;0.0113947
42	;0.0507879	;0.364069	;10.1338	;0.0113947
43	;0.0507879	;0.364069	;10.1338	;0.0113947
44	;0.0507879	;0.364069	;10.1338	;0.0113947
45	;0.0507879	;0.364069	;10.1338	;0.0113947
46	;0.0507879	;0.364069	;10.1338	;0.0113947
47	;0.0505225	;0.359012	;10.2716	;0.0112456
48	;0.0505225	;0.359012	;10.2716	;0.0112456
49	;0.0505225	;0.359012	;10.2716	;0.0112456
50	;0.0505225	;0.359012	;10.2716	;0.0112456
51	;0.0505225	;0.359012	;10.2716	;0.0112456
52	;0.0505225	;0.359012	;10.2716	;0.0112456
53	;0.0505225	;0.359012	;10.2716	;0.0112456
54	;0.0505225	;0.359012	;10.2716	;0.0112456
55	;0.0505225	;0.359012	;10.2716	;0.0112456
56	;0.0505225	;0.359012	;10.2716	;0.0112456
57	;0.0505225	;0.359012	;10.2716	;0.0112456
58	;0.0505225	;0.359012	;10.2716	;0.0112456
59	;0.0505225	;0.359012	;10.2716	;0.0112456
60	;0.0505225	;0.359012	;10.2716	;0.0112456
61	;0.0505225	;0.359012	;10.2716	;0.0112456
62	;0.0505225	;0.359012	;10.2716	;0.0112456
63	;0.0504133	;0.357686	;10.1975	;0.0110883
64	;0.0504133	;0.357686	;10.1975	;0.0110883
65	;0.0504133	;0.357686	;10.1975	;0.0110883
66	;0.0504133	;0.357686	;10.1975	;0.0110883
67	;0.0504133	;0.357686	;10.1975	;0.0110883
68	;0.0504133	;0.357686	;10.1975	;0.0110883
69	;0.0504133	;0.357686	;10.1975	;0.0110883
70	;0.0504133	;0.357686	;10.1975	;0.0110883
71	;0.0504133	;0.357686	;10.1975	;0.0110883
72	;0.0504133	;0.357686	;10.1975	;0.0110883
73	;0.0504133	;0.357686	;10.1975	;0.0110883
74	;0.0504133	;0.357686	;10.1975	;0.0110883
75	;0.0504133	;0.357686	;10.1975	;0.0110883
76	;0.0504133	;0.357686	;10.1975	;0.0110883
77	;0.0504133	;0.357686	;10.1975	;0.0110883
78	;0.0504133	;0.357686	;10.1975	;0.0110883
79	;0.0504133	;0.357686	;10.1975	;0.0110883
80	;0.0504133	;0.357686	;10.1975	;0.0110883
81	;0.0504133	;0.357686	;10.1975	;0.0110883
82	;0.0504133	;0.357686	;10.1975	;0.0110883
83	;0.0504133	;0.357686	;10.1975	;0.0110883
84	;0.0504133	;0.357686	;10.1975	;0.0110883
85	;0.0504133	;0.357686	;10.1975	;0.0110883
86	;0.0504133	;0.357686	;10.1975	;0.0110883
87	;0.0504133	;0.357686	;10.1975	;0.0110883
88	;0.0504133	;0.357686	;10.1975	;0.0110883
89	;0.0504133	;0.357686	;10.1975	;0.0110883
90	;0.0504133	;0.357686	;10.1975	;0.0110883
91	;0.0504133	;0.357686	;10.1975	;0.0110883
92	;0.0504133	;0.357686	;10.1975	;0.0110883
93	;0.0504133	;0.357686	;10.1975	;0.0110883
94	;0.0504133	;0.357686	;10.1975	;0.0110883
95	;0.0504133	;0.357686	;10.1975	;0.0110883
96	;0.0504133	;0.357686	;10.1975	;0.0110883
97	;0.0504133	;0.357686	;10.1975	;0.0110883
98	;0.0504133	;0.357686	;10.1975	;0.0110883
99	;0.0504133	;0.357686	;10.1975	;0.0110883
100	;0.0504133	;0.357686	;10.1975	;0.0110883
101	;0.0504133	;0.357686	;10.1975	;0.0110883
102	;0.0504133	;0.357686	;10.1975	;0.0110883
103	;0.0504133	;0.357686	;10.1975	;0.0110883
104	;0.0504133	;0.357686	;10.1975	;0.0110883
105	;0.0504133	;0.357686	;10.1975	;0.0110883
106	;0.0504133	;0.357686	;10.1975	;0.0110883
107	;0.0504133	;0.357686	;10.1975	;0.0110883
108	;0.0504133	;0.357686	;10.1975	;0.0110883
109	;0.0504133	;0.357686	;10.1975	;0.0110883
110	;0.0504133	;0.357686	;10.1975	;0.0110883
111	;0.0504133	;0.357686	;10.1975	;0.0110883
112	;0.0504133	;0.357686	;10.1975	;0.0110883
113	;0.0504133	;0.357686	;10.1975	;0.0110883
114	;0.0504133	;0.357686	;10.1975	;0.0110883
115	;0.0504133	;0.357686	;10.1975	;0.0110883
116	;0.0504133	;0.357686	;10.1975	;0.0110883
117	;0.0504133	;0.357686	;10.1975	;0.0110883
118	;0.0504133	;0.357686	;10.1975	;0.0110883
119	;0.0504133	;0.357686	;10.1975	;0.0110883
120	;0.0504133	;0.357686	;10.1975	;0.0110883
121	;0.0504133	;0.357686	;10.1975	;0.0110883
122	;0.0504133	;0.357686	;10.1975	;0.0110883
123	;0.0504133	;0.357686	;10.1975	;0.0110883
124	;0.0504133	;0.357686	;10.1975	;0.0110883
125	;0.0504133	;0.357686	;10.1975	;0.0110883
126	;0.0504133	;0.357686	;10.1975	;0.0110883
127	;0.0504133	;0.357686	;10.1975	;0.0110883
128	;0.0504133	;0.357686	;10.1975	;0.0110883
129	;0.0504133	;0.357686	;10.1975	;0.0110883
130	;0.0504133	;0.357686	;10.1975	;0.0110883
131	;0.0504133	;0.357686	;10.1975	;0.0110883
132	;0.0504133	;0.357686	;10.1975	;0.0110883
133	;0.0504133	;0.357686	;10.1975	;0.0110883
134	;0.0504133	;0.357686	;10.1975	;0.0110883
135	;0.0504133	;0.357686	;10.1975	;0.0110883
136	;0.0504133	;0.357686	;10.1975	;0.0110883
137	;0.0504133	;0.357686	;10.1975	;0.0110883
138	;0.0504133	;0.357686	;10.1975	;0.0110883
139	;0.0504133	;0.357686	;10.1975	;0.0110883
140	;0.0504133	;0.357686	;10.1975	;0.0110883
141	;0.0504133	;0.357686	;10.1975	;0.0110883
142	;0.0504133	;0.357686	;10.1975	;0.0110883
143	;0.0504133	;0.357686	;10.1975	;0.0110883
144	;0.0504133	;0.357686	;10.1975	;0.0110883
145	;0.0504133	;0.357686	;10.1975	;0.0110883
146	;0.0504133	;0.357686	;10.1975	;0.0110883
147	;0.0504133	;0.357686	;10.1975	;0.0110883
148	;0.0504133	;0.357686	;10.1975	;0.0110883
149	;0.0504133	;0.357686	;10.1975	;0.0110883
150	;0.0504133	;0.357686	;10.1975	;0.0110883

1	;0.0640905	;0.490973	;10.934	;0.0260842
2	;0.0640905	;0.490973	;10.934	;0.0260842
3	;0.0532783	;0.406536	;11.4057	;0.01547
4	;0.0541971	;0.404096	;10.9436	;0.0153636
5	;0.0532924	;0.376305	;11.5415	;0.0144723
6	;0.0532924	;0.376305	;11.5415	;0.0144723
7	;0.0532924	;0.376305	;11.5415	;0.0144723
8	;0.0507896	;0.355393	;11.3729	;0.0122598
9	;0.0507896	;0.355393	;11.3729	;0.0122598
10	;0.0507896	;0.355393	;11.3729	;0.0122598
11	;0.0507896	;0.355393	;11.3729	;0.0122598
12	;0.0507896	;0.355393	;11.3729	;0.0122598
13	;0.0507896	;0.355393	;11.3729	;0.0122598
14	;0.0507896	;0.355393	;11.3729	;0.0122598
15	;0.0507896	;0.355393	;11.3729	;0.0122598
16	;0.0507896	;0.355393	;11.3729	;0.0122598
17	;0.0507896	;0.355393	;11.3729	;0.0122598
18	;0.0507896	;0.355393	;11.3729	;0.0122598
19	;0.0507896	;0.355393	;11.3729	;0.0122598
20	;0.0507896	;0.355393	;11.3729	;0.0122598
21	;0.0507896	;0.355393	;11.3729	;0.0122598
22	;0.0507896	;0.355393	;11.3729	;0.0122598
23	;0.0504382	;0.354638	;11.3474	;0.0120421
24	;0.0504382	;0.354638	;11.3474	;0.0120421
25	;0.0501244	;0.346631	;11.7239	;0.0119521
26	;0.0501244	;0.346631	;11.7239	;0.0119521
27	;0.0501244	;0.346631	;11.7239	;0.0119521
28	;0.0501244	;0.346631	;11.7239	;0.0119521
29	;0.0507533	;0.348188	;11.3114	;0.0119389
30	;0.0507533	;0.348188	;11.3114	;0.0119389
31	;0.0507533	;0.348188	;11.3114	;0.0119389
32	;0.0507533	;0.348188	;11.3114	;0.0119389
33	;0.0507533	;0.348188	;11.3114	;0.0119389
34	;0.0507533	;0.348188	;11.3114	;0.0119389
35	;0.0507533	;0.348188	;11.3114	;0.0119389
36	;0.0507533	;0.348188	;11.3114	;0.0119389
37	;0.0507533	;0.348188	;11.3114	;0.0119389
38	;0.0507533	;0.348188	;11.3114	;0.0119389
39	;0.0507533	;0.348188	;11.3114	;0.0119389
40	;0.0507533	;0.348188	;11.3114	;0.0119389
41	;0.0507533	;0.348188	;11.3114	;0.0119389
42	;0.0507533	;0.348188	;11.3114	;0.0119389
43	;0.0507533	;0.348188	;11.3114	;0.0119389
44	;0.0507533	;0.348188	;11.3114	;0.0119389
45	;0.0507533	;0.348188	;11.3114	;0.0119389
46	;0.0507533	;0.348188	;11.3114	;0.0119389
47	;0.0500152	;0.341172	;11.6132	;0.0116182
48	;0.0500152	;0.341172	;11.6132	;0.0116182
49	;0.0500152	;0.341172	;11.6132	;0.0116182
50	;0.0500152	;0.341172	;11.6132	;0.0116182
51	;0.0500152	;0.341172	;11.6132	;0.0116182
52	;0.0500152	;0.341172	;11.6132	;0.0116182
53	;0.0500152	;0.341172	;11.6132	;0.0116182
54	;0.0500152	;0.341172	;11.6132	;0.0116182
55	;0.0500152	;0.341172	;11.6132	;0.0116182
56	;0.0500152	;0.341172	;11.6132	;0.0116182
57	;0.0500152	;0.341172	;11.6132	;0.0116182
58	;0.0500152	;0.341172	;11.6132	;0.0116182
59	;0.0500152	;0.341172	;11.6132	;0.0116182
60	;0.0500152	;0.341172	;11.6132	;0.0116182
61	;0.0500152	;0.341172	;11.6132	;0.0116182
62	;0.0500152	;0.341172	;11.6132	;0.0116182
63	;0.0500152	;0.341172	;11.6132	;0.0116182
64	;0.0500152	;0.341172	;11.6132	;0.0116182
65	;0.0500152	;0.341172	;11.6132	;0.0116182
66	;0.0500152	;0.341172	;11.6132	;0.0116182
67	;0.0500152	;0.341172	;11.6132	;0.0116182
68	;0.0500606	;0.342702	;11.2252	;0.0113583
69	;0.0500606	;0.342702	;11.2252	;0.0113583
70	;0.0500606	;0.342702	;11.2252	;0.0113583
71	;0.0500606	;0.342702	;11.2252	;0.0113583
72	;0.0500606	;0.342702	;11.2252	;0.0113583
73	;0.0500606	;0.342702	;11.2252	;0.0113583
74	;0.0500606	;0.342702	;11.2252	;0.0113583
75	;0.0500606	;0.342702	;11.2252	;0.0113583
76	;0.0500606	;0.342702	;11.2252	;0.0113583
77	;0.0500606	;0.342702	;11.2252	;0.0113583
78	;0.0500606	;0.342702	;11.2252	;0.0113583
79	;0.0500606	;0.342702	;11.2252	;0.0113583
80	;0.0500606	;0.342702	;11.2252	;0.0113583
81	;0.0500606	;0.342702	;11.2252	;0.0113583
82	;0.0500606	;0.342702	;11.2252	;0.0113583
83	;0.0500606	;0.342702	;11.2252	;0.0113583
84	;0.0500606	;0.342702	;11.2252	;0.0113583
85	;0.0500606	;0.342702	;11.2252	;0.0113583
86	;0.0500606	;0.342702	;11.2252	;0.0113583
87	;0.0500606	;0.342702	;11.2252	;0.0113583
88	;0.0500606	;0.342702	;11.2252	;0.0113583
89	;0.0500606	;0.342702	;11.2252	;0.0113583
90	;0.0500606	;0.342702	;11.2252	;0.0113583
91	;0.0500606	;0.342702	;11.2252	;0.0113583
92	;0.0500606	;0.342702	;11.2252	;0.0113583
93	;0.0500606	;0.342702	;11.2252	;0.0113583
94	;0.0500606	;0.342702	;11.2252	;0.0113583
95	;0.0500606	;0.342702	;11.2252	;0.0113583
96	;0.0500606	;0.342702	;11.2252	;0.0113583
97	;0.0500606	;0.342702	;11.2252	;0.0113583
98	;0.0500606	;0.342702	;11.2252	;0.0113583
99	;0.0500606	;0.342702	;11.2252	;0.0113583
100	;0.0500606	;0.342702	;11.2252	;0.0113583
101	;0.0500606	;0.342702	;11.2252	;0.0113583
102	;0.0500606	;0.342702	;11.2252	;0.0113583
103	;0.0500606	;0.342702	;11.2252	;0.0113583
104	;0.0500606	;0.342702	;11.2252	;0.0113583
105	;0.0500606	;0.342702	;11.2252	;0.0113583
106	;0.0500606	;0.342702	;11.2252	;0.0113583
107	;0.0500606	;0.342702	;11.2252	;0.0113583
108	;0.0500606	;0.342702	;11.2252	;0.0113583
109	;0.0500606	;0.342702	;11.2252	;0.0113583
110	;0.0500606	;0.342702	;11.2252	;0.0113583
111	;0.0500606	;0.342702	;11.2252	;0.0113583
112	;0.0500606	;0.342702	;11.2252	;0.0113583
113	;0.0500606	;0.342702	;11.2252	;0.0113583
114	;0.0500606	;0.342702	;11.2252	;0.0113583
115	;0.0500606	;0.342702	;11.2252	;0.0113583
116	;0.0500606	;0.342702	;11.2252	;0.0113583
117	;0.0500606	;0.342702	;11.2252	;0.0113583
118	;0.0500606	;0.342702	;11.2252	;0.0113583
119	;0.0500606	;0.342702	;11.2252	;0.0113583
120	;0.0500606	;0.342702	;11.2252	;0.0113583
121	;0.0500606	;0.342702	;11.2252	;0.0113583
122	;0.0500606	;0.342702	;11.2252	;0.0113583
123	;0.0500606	;0.342702	;11.2252	;0.0113583
124	;0.0500606	;0.342702	;11.2252	;0.0113583
125	;0.0500606	;0.342702	;11.2252	;0.0113583
126	;0.0500606	;0.342702	;11.2252	;0.0113583
127	;0.0500606	;0.342702	;11.2252	;0.0113583
128	;0.0500606	;0.342702	;11.2252	;0.0113583
129	;0.0500606	;0.342702	;11.2252	;0.0113583
130	;0.0500606	;0.342702	;11.2252	;0.0113583
131	;0.0500606	;0.342702	;11.2252	;0.0113583
132	;0.0500606	;0.342702	;11.2252	;0.0113583
133	;0.0500606	;0.342702	;11.2252	;0.0113583
134	;0.0500606	;0.342702	;11.2252	;0.0113583
135	;0.0500606	;0.342702	;11.2252	;0.0113583
136	;0.0500606	;0.342702	;11.2252	;0.0113583
137	;0.0500606	;0.342702	;11.2252	;0.0113583
138	;0.0500606	;0.342702	;11.2252	;0.0113583
139	;0.0500606	;0.342702	;11.2252	;0.0113583
140	;0.0500606	;0.342702	;11.2252	;0.0113583
141	;0.0500606	;0.342702	;11.2252	;0.0113583
142	;0.0500606	;0.342702	;11.2252	;0.0113583
143	;0.0500606	;0.342702	;11.2252	;0.0113583
144	;0.0500606	;0.342702	;11.2252	;0.0113583
145	;0.0500606	;0.342702	;11.2252	;0.0113583
146	;0.0500606	;0.342702	;11.2252	;0.0113583
147	;0.0500606	;0.342702	;11.2252	;0.0113583
148	;0.0500606	;0.342702	;11.2252	;0.0113583
149	;0.0500606	;0.342702	;11.2252	;0.0113583
150	;0.0500606	;0.342702	;11.2252	;0.0113583

1	;0.0595661	;0.475575	;10.2703	;0.0207048
2	;0.0514669	;0.36755	;11.019	;0.0126751
3	;0.0514669	;0.36755	;11.019	;0.0126751
4	;0.0514669	;0.36755	;11.019	;0.0126751
5	;0.0514669	;0.36755	;11.019	;0.0126751
6	;0.0507005	;0.3489	;11.2126	;0.0118499
7	;0.0507005	;0.3489	;11.2126	;0.0118499
8	;0.0507005	;0.3489	;11.2126	;0.0118499
9	;0.0507005	;0.3489	;11.2126	;0.0118499
10	;0.0507005	;0.3489	;11.2126	;0.0118499
11	;0.0507005	;0.3489	;11.2126	;0.0118499
12	;0.0507005	;0.3489	;11.2126	;0.0118499
13	;0.0507005	;0.3489	;11.2126	;0.0118499
14	;0.0507005	;0.3489	;11.2126	;0.0118499
15	;0.0507005	;0.3489	;11.2126	;0.0118499
16	;0.050433	;0.348738	;11.1118	;0.0116303
17	;0.050433	;0.348738	;11.1118	;0.0116303
18	;0.050433	;0.348738	;11.1118	;0.0116303
19	;0.050433	;0.348738	;11.1118	;0.0116303
20	;0.050433	;0.348738	;11.1118	;0.0116303
21	;0.050433	;0.348738	;11.1118	;0.0116303
22	;0.050433	;0.348738	;11.1118	;0.0116303
23	;0.050433	;0.348738	;11.1118	;0.0116303
24	;0.050433	;0.348738	;11.1118	;0.0116303
25	;0.050433	;0.348738	;11.1118	;0.0116303
26	;0.050433	;0.348738	;11.1118	;0.0116303
27	;0.050433	;0.348738	;11.1118	;0.0116303
28	;0.050433	;0.348738	;11.1118	;0.0116303
29	;0.050433	;0.348738	;11.1118	;0.0116303
30	;0.0500793	;0.346713	;11.1113	;0.0114007
31	;0.0500793	;0.346713	;11.1113	;0.0114007
32	;0.0500793	;0.346713	;11.1113	;0.0114007
33	;0.0500793	;0.346713	;11.1113	;0.0114007
34	;0.0500793	;0.346713	;11.1113	;0.0114007
35	;0.0500793	;0.346713	;11.1113	;0.0114007
36	;0.0500793	;0.346713	;11.1113	;0.0114007
37	;0.0500793	;0.346713	;11.1113	;0.0114007
38	;0.0500793	;0.346713	;11.1113	;0.0114007
39	;0.0500793	;0.346713	;11.1113	;0.0114007
40	;0.0500793	;0.346713	;11.1113	;0.0114007
41	;0.0500793	;0.346713	;11.1113	;0.0114007
42	;0.0500793	;0.346713	;11.1113	;0.0114007
43	;0.0500793	;0.346713	;11.1113	;0.0114007
44	;0.0500793	;0.346713	;11.1113	;0.0114007
45	;0.0500793	;0.346713	;11.1113	;0.0114007
46	;0.0500793	;0.346713	;11.1113	;0.0114007
47	;0.0500793	;0.346713	;11.1113	;0.0114007
48	;0.0500793	;0.346713	;11.1113	;0.0114007
49	;0.0500793	;0.346713	;11.1113	;0.0114007
50	;0.0500793	;0.346713	;11.1113	;0.0114007
51	;0.0500793	;0.346713	;11.1113	;0.0114007
52	;0.0500793	;0.346713	;11.1113	;0.0114007
53	;0.0500793	;0.346713	;11.1113	;0.0114007
54	;0.0500793	;0.346713	;11.1113	;0.0114007
55	;0.0500793	;0.346713	;11.1113	;0.0114007
56	;0.0500793	;0.346713	;11.1113	;0.0114007
57	;0.0500793	;0.346713	;11.1113	;0.0114007
58	;0.0500793	;0.346713	;11.1113	;0.0114007
59	;0.0500793	;0.346713	;11.1113	;0.0114007
60	;0.0500793	;0.346713	;11.1113	;0.0114007
61	;0.0500793	;0.346713	;11.1113	;0.0114007
62	;0.0500793	;0.346713	;11.1113	;0.0114007
63	;0.0500793	;0.346713	;11.1113	;0.0114007
64	;0.0500793	;0.346713	;11.1113	;0.0114007
65	;0.0500793	;0.346713	;11.1113	;0.0114007
66	;0.0500793	;0.346713	;11.1113	;0.0114007
67	;0.0500793	;0.346713	;11.1113	;0.0114007
68	;0.0500793	;0.346713	;11.1113	;0.0114007
69	;0.0500793	;0.346713	;11.1113	;0.0114007
70	;0.0500793	;0.346713	;11.1113	;0.0114007
71	;0.0500793	;0.346713	;11.1113	;0.0114007
72	;0.0500793	;0.346713	;11.1113	;0.0114007
73	;0.0500793	;0.346713	;11.1113	;0.0114007
74	;0.0500793	;0.346713	;11.1113	;0.0114007
75	;0.0500793	;0.346713	;11.1113	;0.0114007
76	;0.0500615	;0.3465	;11.0654	;0.0113457
77	;0.0500615	;0.3465	;11.0654	;0.0113457
78	;0.0500615	;0.3465	;11.0654	;0.0113457
79	;0.0500615	;0.3465	;11.0654	;0.0113457
80	;0.0500615	;0.3465	;11.0654	;0.0113457
81	;0.0500615	;0.3465	;11.0654	;0.0113457
82	;0.0500615	;0.3465	;11.0654	;0.0113457
83	;0.0500615	;0.3465	;11.0654	;0.0113457
84	;0.0500615	;0.3465	;11.0654	;0.0113457
85	;0.0500615	;0.3465	;11.0654	;0.0113457
86	;0.0500615	;0.3465	;11.0654	;0.0113457
87	;0.0500615	;0.3465	;11.0654	;0.0113457
88	;0.0500615	;0.3465	;11.0654	;0.0113457
89	;0.0500615	;0.3465	;11.0654	;0.0113457
90	;0.0500615	;0.3465	;11.0654	;0.0113457
91	;0.0500615	;0.3465	;11.0654	;0.0113457
92	;0.0500615	;0.3465	;11.0654	;0.0113457
93	;0.0500615	;0.3465	;11.0654	;0.0113457
94	;0.0500615	;0.3465	;11.0654	;0.0113457
95	;0.0500615	;0.3465	;11.0654	;0.0113457
96	;0.0500615	;0.3465	;11.0654	;0.0113457
97	;0.0500615	;0.3465	;11.0654	;0.0113457
98	;0.0500615	;0.3465	;11.0654	;0.0113457
99	;0.0500615	;0.3465	;11.0654	;0.0113457
100	;0.0500615	;0.3465	;11.0654	;0.0113457
101	;0.0500615	;0.3465	;11.0654	;0.0113457
102	;0.0500615	;0.3465	;11.0654	;0.0113457
103	;0.0500615	;0.3465	;11.0654	;0.0113457
104	;0.0500615	;0.3465	;11.0654	;0.0113457
105	;0.0500615	;0.3465	;11.0654	;0.0113457
106	;0.0500615	;0.3465	;11.0654	;0.0113457
107	;0.0500615	;0.3465	;11.0654	;0.0113457
108	;0.0500615	;0.3465	;11.0654	;0.0113457
